Date,AAPL,SP500,NASDAQ
2004-01-01,0.3444499373435974,1131.1300048828125,2066.14990234375
2004-02-01,0.3652148842811584,1144.93994140625,2029.8199462890625
2004-03-01,0.4128514230251312,1126.2099609375,1994.219970703125
2004-04-01,0.3936134278774261,1107.300048828125,1920.1500244140625
2004-05-01,0.4284247159957886,1120.6800537109375,1986.739990234375
2004-06-01,0.4968261420726776,1140.8399658203125,2047.7900390625
2004-07-01,0.4937727451324463,1101.719970703125,1887.3599853515625
2004-08-01,0.5265995860099792,1104.239990234375,1838.0999755859373
2004-09-01,0.5916416049003601,1114.5799560546875,1896.8399658203125
2004-10-01,0.800052285194397,1130.199951171875,1974.989990234375
2004-11-01,1.0237311124801636,1173.8199462890625,2096.81005859375
2004-12-01,0.983270823955536,1211.9200439453125,2175.43994140625
2005-01-01,1.1741228103637695,1181.27001953125,2062.409912109375
2005-02-01,1.3698610067367554,1203.5999755859375,2051.719970703125
2005-03-01,1.272449970245361,1180.5899658203125,1999.22998046875
2005-04-01,1.101140379905701,1156.8499755859375,1921.6500244140625
2005-05-01,1.2141252756118774,1191.5,2068.219970703125
2005-06-01,1.124043345451355,1191.3299560546875,2056.9599609375
2005-07-01,1.3023751974105835,1234.1800537109375,2184.830078125
2005-08-01,1.431849479675293,1220.3299560546875,2152.090087890625
2005-09-01,1.6370543241500854,1228.81005859375,2151.68994140625
2005-10-01,1.758588790893555,1207.010009765625,2120.300048828125
2005-11-01,2.0709757804870605,1249.47998046875,2232.820068359375
2005-12-01,2.1952593326568604,1248.2900390625,2205.320068359375
2006-01-01,2.305800437927246,1280.0799560546875,2305.820068359375
2006-02-01,2.0914342403411865,1280.6600341796875,2281.389892578125
2006-03-01,1.9152405261993408,1294.8699951171875,2339.7900390625
2006-04-01,2.149454355239868,1310.6099853515625,2322.570068359375
2006-05-01,1.8251585960388184,1270.0899658203125,2178.8798828125
2006-06-01,1.7488168478012085,1270.199951171875,2172.090087890625
2006-07-01,2.075251340866089,1276.6600341796875,2091.469970703125
2006-08-01,2.0718915462493896,1303.8199462890625,2183.75
2006-09-01,2.350689172744751,1335.8499755859375,2258.429931640625
2006-10-01,2.475886821746826,1377.93994140625,2366.7099609375
2006-11-01,2.798962354660034,1400.6300048828125,2431.77001953125
2006-12-01,2.5907039642333984,1418.300048828125,2415.2900390625
2007-01-01,2.617882013320923,1438.239990234375,2463.929931640625
2007-02-01,2.583681344985962,1406.8199462890625,2416.14990234375
2007-03-01,2.83713173866272,1420.8599853515625,2421.639892578125
2007-04-01,3.0475287437438965,1482.3699951171875,2525.090087890625
2007-05-01,3.700700044631958,1530.6199951171875,2604.52001953125
2007-06-01,3.726655244827272,1503.3499755859375,2603.22998046875
2007-07-01,4.023471355438232,1455.27001953125,2546.27001953125
2007-08-01,4.228675365447998,1473.989990234375,2596.360107421875
2007-09-01,4.68641471862793,1526.75,2701.5
2007-10-01,5.800380706787109,1549.3800048828125,2859.1201171875
2007-11-01,5.564334392547607,1481.1400146484375,2660.9599609375
