Date,AAPL
1996-02-01,0.2099376916885376
1996-03-01,0.1875123232603073
1996-04-01,0.1860809624195099
1996-05-01,0.1994406133890152
1996-06-01,0.1603158563375473
1996-07-01,0.1679503321647644
1996-08-01,0.1851267516613006
1996-09-01,0.1693816184997558
1996-10-01,0.1755838990211486
1996-11-01,0.184172585606575
1996-12-01,0.159361645579338
1997-01-01,0.1269171684980392
1997-02-01,0.1240537017583847
1997-03-01,0.139321744441986
1997-04-01,0.1297797560691833
1997-05-01,0.1269171684980392
1997-06-01,0.1087856441736221
1997-07-01,0.1335965245962143
1997-08-01,0.1660410314798355
1997-09-01,0.1655639857053756
1997-10-01,0.1300182938575744
1997-11-01,0.1355049461126327
1997-12-01,0.1001978293061256
1998-01-01,0.1397988647222519
1998-02-01,0.1803557574748993
1998-03-01,0.2099376916885376
1998-04-01,0.2089835405349731
1998-05-01,0.2032574564218521
1998-06-01,0.2190026193857193
1998-07-01,0.2643305957317352
1998-08-01,0.2380882650613784
1998-09-01,0.2910497486591339
1998-10-01,0.2834153473377228
1998-11-01,0.2438134402036667
1998-12-01,0.3125200569629669
1999-01-01,0.3144294023513794
1999-02-01,0.2657618522644043
1999-03-01,0.274350494146347
1999-04-01,0.3511677980422973
1999-05-01,0.3363769054412842
1999-06-01,0.3535533249378204
1999-07-01,0.4251234233379364
1999-08-01,0.4981240034103393
1999-09-01,0.4833331704139709
1999-10-01,0.6116815209388733
1999-11-01,0.747186541557312
1999-12-01,0.7848799824714661
2000-01-01,0.7920366525650024
2000-02-01,0.8750578165054321
2000-03-01,1.0368047952651978
2000-04-01,0.947104275226593
2000-05-01,0.6412634253501892
2000-06-01,0.7996708750724792
2000-07-01,0.7758141756057739
2000-08-01,0.9304049015045166
2000-09-01,0.3931553065776825
2000-10-01,0.2986833751201629
2000-11-01,0.2519250810146332
2000-12-01,0.227114200592041
2001-01-01,0.3301745951175689
2001-02-01,0.2786443829536438
2001-03-01,0.3369686007499695
2001-04-01,0.3891862332820892
2001-05-01,0.3046000301837921
2001-06-01,0.3549854755401611
2001-07-01,0.286889374256134
2001-08-01,0.2832247018814087
2001-09-01,0.2368091791868209
2001-10-01,0.2681088745594024
2001-11-01,0.3252120614051819
2001-12-01,0.3343726694583893
2002-01-01,0.3774296343326568
2002-02-01,0.3313194811344147
2002-03-01,0.3613981306552887
2002-04-01,0.3705587685108185
2002-05-01,0.355748176574707
2002-06-01,0.2705524265766144
2002-07-01,0.2329923957586288
2002-08-01,0.2252057343721389
2002-09-01,0.2213889956474304
2002-10-01,0.2453593313694
2002-11-01,0.2366570830345153
2002-12-01,0.2187930941581726
2003-01-01,0.2192513942718505
2003-02-01,0.2291755378246307
2003-03-01,0.2158920168876648
2003-04-01,0.2171138375997543
2003-05-01,0.2740640342235565
2003-06-01,0.2910114228725433
2003-07-01,0.3218535184860229
2003-08-01,0.3452134728431701
2003-09-01,0.3163566291332245
2003-10-01,0.3494885563850403
2003-11-01,0.3192576766014099
2003-12-01,0.3262807726860046
2004-01-01,0.3444499373435974
2004-02-01,0.3652148842811584
2004-03-01,0.4128514230251312
2004-04-01,0.3936134278774261
2004-05-01,0.4284247159957886
2004-06-01,0.4968261420726776
2004-07-01,0.4937727451324463
2004-08-01,0.5265995860099792
2004-09-01,0.5916416049003601
2004-10-01,0.800052285194397
2004-11-01,1.0237311124801636
2004-12-01,0.983270823955536
2005-01-01,1.1741228103637695
2005-02-01,1.3698610067367554
2005-03-01,1.272449970245361
2005-04-01,1.101140379905701
2005-05-01,1.2141252756118774
2005-06-01,1.124043345451355
2005-07-01,1.3023751974105835
2005-08-01,1.431849479675293
2005-09-01,1.6370543241500854
2005-10-01,1.758588790893555
2005-11-01,2.0709757804870605
2005-12-01,2.1952593326568604
2006-01-01,2.305800437927246
2006-02-01,2.0914342403411865
2006-03-01,1.9152405261993408
2006-04-01,2.149454355239868
2006-05-01,1.8251585960388184
2006-06-01,1.7488168478012085
2006-07-01,2.075251340866089
2006-08-01,2.0718915462493896
2006-09-01,2.350689172744751
2006-10-01,2.475886821746826
2006-11-01,2.798962354660034
2006-12-01,2.5907039642333984
2007-01-01,2.617882013320923
2007-02-01,2.583681344985962
2007-03-01,2.83713173866272
2007-04-01,3.0475287437438965
2007-05-01,3.700700044631958
2007-06-01,3.726655244827272
2007-07-01,4.023471355438232
2007-08-01,4.228675365447998
2007-09-01,4.68641471862793
2007-10-01,5.800380706787109
2007-11-01,5.564334392547607
2007-12-01,6.048642158508301
2008-01-01,4.133399963378906
2008-02-01,3.8176541328430176
2008-03-01,4.381966590881348
2008-04-01,5.311798572540283
2008-05-01,5.763737201690674
2008-06-01,5.11300802230835
2008-07-01,4.853753566741943
2008-08-01,5.176827907562256
2008-09-01,3.470762014389038
2008-10-01,3.28540563583374
2008-11-01,2.8298041820526123
2008-12-01,2.6062774658203125
2009-01-01,2.7522425651550293
2009-02-01,2.7272019386291504
2009-03-01,3.209982395172119
2009-04-01,3.8423893451690674
2009-05-01,4.147140979766846
2009-06-01,4.349293231964111
2009-07-01,4.989336013793945
2009-08-01,5.136520385742188
2009-09-01,5.659914016723633
2009-10-01,5.756102561950684
2009-11-01,6.1045241355896
2009-12-01,6.434925556182861
2010-01-01,5.86481237411499
2010-02-01,6.248349666595459
2010-03-01,7.176041126251221
2010-04-01,7.972740650177002
2010-05-01,7.84417724609375
2010-06-01,7.680809020996094
2010-07-01,7.855478763580322
2010-08-01,7.4233856201171875
2010-09-01,8.664690971374512
2010-10-01,9.190831184387209
2010-11-01,9.501388549804688
2010-12-01,9.84980583190918
2011-01-01,10.361597061157228
2011-02-01,10.78574562072754
2011-03-01,10.64222526550293
2011-04-01,10.691693305969238
2011-05-01,10.621461868286133
2011-06-01,10.25013542175293
2011-07-01,11.923834800720217
2011-08-01,11.75130844116211
2011-09-01,11.644124984741213
2011-10-01,12.360504150390623
2011-11-01,11.670994758605955
2011-12-01,12.367225646972656
2012-01-01,13.939234733581545
2012-02-01,16.564136505126953
2012-03-01,18.308074951171875
2012-04-01,17.83262062072754
2012-05-01,17.64176368713379
2012-06-01,17.83323097229004
2012-07-01,18.65038108825684
2012-08-01,20.314008712768555
2012-09-01,20.45826911926269
2012-10-01,18.256948471069336
2012-11-01,17.94904899597168
2012-12-01,16.39484405517578
2013-01-01,14.03252124786377
2013-02-01,13.598445892333984
2013-03-01,13.716739654541016
2013-04-01,13.720457077026367
2013-05-01,13.935823440551758
2013-06-01,12.368638038635254
2013-07-01,14.115401268005373
2013-08-01,15.19745922088623
2013-09-01,14.96906566619873
2013-10-01,16.41180992126465
2013-11-01,17.45956802368164
2013-12-01,17.71782684326172
2014-01-01,15.80967903137207
2014-02-01,16.61942481994629
2014-03-01,17.052499771118164
2014-04-01,18.747455596923828
2014-05-01,20.11072540283203
2014-06-01,20.78246116638184
2014-07-01,21.37957000732422
2014-08-01,22.922651290893555
2014-09-01,22.643360137939453
2014-10-01,24.27278709411621
2014-11-01,26.729284286499023
2014-12-01,24.91525077819824
2015-01-01,26.445661544799805
2015-02-01,28.996322631835938
2015-03-01,28.197509765625
2015-04-01,28.360668182373047
2015-05-01,29.52319526672364
2015-06-01,28.54285049438477
2015-07-01,27.60302734375
2015-08-01,25.65966796875
2015-09-01,25.21347999572754
2015-10-01,27.31651496887207
2015-11-01,27.042200088500977
2015-12-01,24.16438102722168
2016-01-01,22.3461971282959
2016-02-01,22.196985244750977
2016-03-01,25.15644073486328
2016-04-01,21.636524200439453
2016-05-01,23.049110412597656
2016-06-01,22.20018196105957
2016-07-01,24.19960021972656
2016-08-01,24.638490676879883
2016-09-01,26.39462852478028
2016-10-01,26.509033203125
2016-11-01,25.803936004638672
2016-12-01,27.1801986694336
2017-01-01,28.47795867919922
2017-02-01,32.148292541503906
2017-03-01,33.85976028442383
2017-04-01,33.85739517211914
2017-05-01,36.00456237792969
2017-06-01,34.084716796875
2017-07-01,35.19940948486328
2017-08-01,38.81330490112305
2017-09-01,36.6182861328125
2017-10-01,40.163211822509766
2017-11-01,40.83085632324219
2017-12-01,40.3528938293457
2018-01-01,39.9236946105957
2018-02-01,42.47271347045898
2018-03-01,40.17026519775391
2018-04-01,39.5669174194336
2018-05-01,44.7408332824707
2018-06-01,44.4903450012207
2018-07-01,45.73533630371094
2018-08-01,54.709842681884766
2018-09-01,54.44586563110352
2018-10-01,52.78649139404297
2018-11-01,43.07142639160156
2018-12-01,38.17780685424805
2019-01-01,40.28346252441406
2019-02-01,41.90748596191406
2019-03-01,46.17075729370117
2019-04-01,48.77644348144531
2019-05-01,42.55390930175781
2019-06-01,48.293270111083984
2019-07-01,51.98261260986328
2019-08-01,50.93339920043945
2019-09-01,54.85721969604492
2019-10-01,60.92905426025391
2019-11-01,65.45783996582031
2019-12-01,72.13994598388672
2020-01-01,76.03622436523438
2020-02-01,67.1553726196289
2020-03-01,62.61878204345703
2020-04-01,72.34808349609375
2020-05-01,78.29256439208984
2020-06-01,90.0749740600586
2020-07-01,104.9491958618164
2020-08-01,127.4481964111328
2020-09-01,114.5876235961914
2020-10-01,107.71099090576172
2020-11-01,117.79344177246094
2020-12-01,131.51597595214844
2021-01-01,130.7924346923828
2021-02-01,120.18710327148438
2021-03-01,121.25013732910156
2021-04-01,130.49156188964844
2021-05-01,123.6920166015625
2021-06-01,136.1819610595703
2021-07-01,145.03138732910156
2021-08-01,150.96749877929688
2021-09-01,140.906982421875
2021-10-01,149.1721954345703
2021-11-01,164.60723876953125
2021-12-01,177.08387756347656
2022-01-01,174.30149841308594
2022-02-01,164.66795349121094
2022-03-01,174.3538360595703
2022-04-01,157.418701171875
2022-05-01,148.6216278076172
2022-06-01,137.44000244140625
